,ID,Naames,Links,Parent
1716,S41,Open wound of shoulder and upper arm ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S40-S49/S41-,S40-S49
1717,S42,Fracture of shoulder and upper arm ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S40-S49/S42-,S40-S49
1718,S43,Dislocation and sprain of joints and ligaments of shoulder girdle ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S40-S49/S43-,S40-S49
1719,S44,Injury of nerves at shoulder and upper arm level ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S40-S49/S44-,S40-S49
1720,S45,Injury of blood vessels at shoulder and upper arm level ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S40-S49/S45-,S40-S49
1721,S46,"Injury of muscle, fascia and tendon at shoulder and upper arm level ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/S40-S49/S46-,S40-S49
1722,S47,Crushing injury of shoulder and upper arm ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S40-S49/S47-,S40-S49
1723,S48,Traumatic amputation of shoulder and upper arm ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S40-S49/S48-,S40-S49
1724,S49,Other and unspecified injuries of shoulder and upper arm ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S40-S49/S49-,S40-S49
1725,S50,Superficial injury of elbow and forearm ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S50-S59/S50-,S50-S59
1726,S51,Open wound of elbow and forearm ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S50-S59/S51-,S50-S59
1727,S52,Fracture of forearm ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S50-S59/S52-,S50-S59
1728,S53,Dislocation and sprain of joints and ligaments of elbow ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S50-S59/S53-,S50-S59
1729,S54,Injury of nerves at forearm level ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S50-S59/S54-,S50-S59
1730,S55,Injury of blood vessels at forearm level ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S50-S59/S55-,S50-S59
1731,S56,"Injury of muscle, fascia and tendon at forearm level ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/S50-S59/S56-,S50-S59
1732,S57,Crushing injury of elbow and forearm ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S50-S59/S57-,S50-S59
1733,S58,Traumatic amputation of elbow and forearm ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S50-S59/S58-,S50-S59
1734,S59,Other and unspecified injuries of elbow and forearm ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S50-S59/S59-,S50-S59
1735,S60,"Superficial injury of wrist, hand and fingers ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/S60-S69/S60-,S60-S69
1736,S61,"Open wound of wrist, hand and fingers ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/S60-S69/S61-,S60-S69
1737,S62,Fracture at wrist and hand level ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S60-S69/S62-,S60-S69
1738,S63,Dislocation and sprain of joints and ligaments at wrist and hand level ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S60-S69/S63-,S60-S69
1739,S64,Injury of nerves at wrist and hand level ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S60-S69/S64-,S60-S69
1740,S65,Injury of blood vessels at wrist and hand level ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S60-S69/S65-,S60-S69
1741,S66,"Injury of muscle, fascia and tendon at wrist and hand level ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/S60-S69/S66-,S60-S69
1742,S67,"Crushing injury of wrist, hand and fingers ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/S60-S69/S67-,S60-S69
1743,S68,"Traumatic amputation of wrist, hand and fingers ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/S60-S69/S68-,S60-S69
1744,S69,"Other and unspecified injuries of wrist, hand and finger(s) ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/S60-S69/S69-,S60-S69
1745,S70,Superficial injury of hip and thigh ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S70-S79/S70-,S70-S79
1746,S71,Open wound of hip and thigh ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S70-S79/S71-,S70-S79
1747,S72,Fracture of femur ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S70-S79/S72-,S70-S79
1748,S73,Dislocation and sprain of joint and ligaments of hip ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S70-S79/S73-,S70-S79
1749,S74,Injury of nerves at hip and thigh level ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S70-S79/S74-,S70-S79
1750,S75,Injury of blood vessels at hip and thigh level ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S70-S79/S75-,S70-S79
1751,S76,"Injury of muscle, fascia and tendon at hip and thigh level ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/S70-S79/S76-,S70-S79
1752,S77,Crushing injury of hip and thigh ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S70-S79/S77-,S70-S79
1753,S78,Traumatic amputation of hip and thigh ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S70-S79/S78-,S70-S79
1754,S79,Other and unspecified injuries of hip and thigh ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S70-S79/S79-,S70-S79
1755,S80,Superficial injury of knee and lower leg ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S80-S89/S80-,S80-S89
1756,S81,Open wound of knee and lower leg ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S80-S89/S81-,S80-S89
1757,S82,"Fracture of lower leg, including ankle ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/S80-S89/S82-,S80-S89
1758,S83,Dislocation and sprain of joints and ligaments of knee ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S80-S89/S83-,S80-S89
1759,S84,Injury of nerves at lower leg level ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S80-S89/S84-,S80-S89
1760,S85,Injury of blood vessels at lower leg level ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S80-S89/S85-,S80-S89
1761,S86,"Injury of muscle, fascia and tendon at lower leg level ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/S80-S89/S86-,S80-S89
1762,S87,Crushing injury of lower leg ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S80-S89/S87-,S80-S89
1763,S88,Traumatic amputation of lower leg ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S80-S89/S88-,S80-S89
1764,S89,Other and unspecified injuries of lower leg ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S80-S89/S89-,S80-S89
1765,S90,"Superficial injury of ankle, foot and toes ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/S90-S99/S90-,S90-S99
1766,S91,"Open wound of ankle, foot and toes ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/S90-S99/S91-,S90-S99
1767,S92,"Fracture of foot and toe, except ankle ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/S90-S99/S92-,S90-S99
1768,S93,"Dislocation and sprain of joints and ligaments at ankle, foot and toe level ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/S90-S99/S93-,S90-S99
1769,S94,Injury of nerves at ankle and foot level ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S90-S99/S94-,S90-S99
1770,S95,Injury of blood vessels at ankle and foot level ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S90-S99/S95-,S90-S99
1771,S96,Injury of muscle and tendon at ankle and foot level ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S90-S99/S96-,S90-S99
1772,S97,Crushing injury of ankle and foot ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S90-S99/S97-,S90-S99
1773,S98,Traumatic amputation of ankle and foot ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S90-S99/S98-,S90-S99
1774,S99,Other and unspecified injuries of ankle and foot ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/S90-S99/S99-,S90-S99
1775,T07,Unspecified multiple injuries ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T07-T07/T07-,T07-T07
1776,T14,Injury of unspecified body region ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T14-T14/T14-,T14-T14
1777,T15,Foreign body on external eye ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T15-T19/T15-,T15-T19
1778,T16,Foreign body in ear ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T15-T19/T16-,T15-T19
1779,T17,Foreign body in respiratory tract ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T15-T19/T17-,T15-T19
1780,T18,Foreign body in alimentary tract ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T15-T19/T18-,T15-T19
1781,T19,Foreign body in genitourinary tract ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T15-T19/T19-,T15-T19
1782,T20,"Burn and corrosion of head, face, and neck ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T20-T25/T20-,T20-T25
1783,T21,Burn and corrosion of trunk ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T20-T25/T21-,T20-T25
1784,T22,"Burn and corrosion of shoulder and upper limb, except wrist and hand ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T20-T25/T22-,T20-T25
1785,T23,Burn and corrosion of wrist and hand ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T20-T25/T23-,T20-T25
1786,T24,"Burn and corrosion of lower limb, except ankle and foot ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T20-T25/T24-,T20-T25
1787,T25,Burn and corrosion of ankle and foot ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T20-T25/T25-,T20-T25
1788,T26,Burn and corrosion confined to eye and adnexa ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T26-T28/T26-,T26-T28
1789,T27,Burn and corrosion of respiratory tract ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T26-T28/T27-,T26-T28
1790,T28,Burn and corrosion of other internal organs ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T26-T28/T28-,T26-T28
1791,T30,"Burn and corrosion, body region unspecified ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T30-T32/T30-,T30-T32
1792,T31,Burns classified according to extent of body surface involved ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T30-T32/T31-,T30-T32
1793,T32,Corrosions classified according to extent of body surface involved ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T30-T32/T32-,T30-T32
1794,T33,Superficial frostbite ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T33-T34/T33-,T33-T34
1795,T34,Frostbite with tissue necrosis ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T33-T34/T34-,T33-T34
1796,T36,"Poisoning by, adverse effect of and underdosing of systemic antibiotics ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T36-T50/T36-,T36-T50
1797,T37,"Poisoning by, adverse effect of and underdosing of other systemic anti- infectives and antiparasitics ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T36-T50/T37-,T36-T50
1798,T38,"Poisoning by, adverse effect of and underdosing of hormones and their synthetic substitutes and antagonists, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T36-T50/T38-,T36-T50
1799,T39,"Poisoning by, adverse effect of and underdosing of nonopioid analgesics, antipyretics and antirheumatics ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T36-T50/T39-,T36-T50
1800,T40,"Poisoning by, adverse effect of and underdosing of narcotics and psychodysleptics [hallucinogens] ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T36-T50/T40-,T36-T50
1801,T41,"Poisoning by, adverse effect of and underdosing of anesthetics and therapeutic gases ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T36-T50/T41-,T36-T50
1802,T42,"Poisoning by, adverse effect of and underdosing of antiepileptic, sedative- hypnotic and antiparkinsonism drugs ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T36-T50/T42-,T36-T50
1803,T43,"Poisoning by, adverse effect of and underdosing of psychotropic drugs, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T36-T50/T43-,T36-T50
1804,T44,"Poisoning by, adverse effect of and underdosing of drugs primarily affecting the autonomic nervous system ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T36-T50/T44-,T36-T50
1805,T45,"Poisoning by, adverse effect of and underdosing of primarily systemic and hematological agents, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T36-T50/T45-,T36-T50
1806,T46,"Poisoning by, adverse effect of and underdosing of agents primarily affecting the cardiovascular system ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T36-T50/T46-,T36-T50
1807,T47,"Poisoning by, adverse effect of and underdosing of agents primarily affecting the gastrointestinal system ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T36-T50/T47-,T36-T50
1808,T48,"Poisoning by, adverse effect of and underdosing of agents primarily acting on smooth and skeletal muscles and the respiratory system ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T36-T50/T48-,T36-T50
1809,T49,"Poisoning by, adverse effect of and underdosing of topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinorlaryngological and dental drugs ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T36-T50/T49-,T36-T50
1810,T50,"Poisoning by, adverse effect of and underdosing of diuretics and other and unspecified drugs, medicaments and biological substances ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T36-T50/T50-,T36-T50
1811,T51,Toxic effect of alcohol ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T51-T65/T51-,T51-T65
1812,T52,Toxic effect of organic solvents ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T51-T65/T52-,T51-T65
1813,T53,Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T51-T65/T53-,T51-T65
1814,T54,Toxic effect of corrosive substances ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T51-T65/T54-,T51-T65
1815,T55,Toxic effect of soaps and detergents ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T51-T65/T55-,T51-T65
1816,T56,Toxic effect of metals ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T51-T65/T56-,T51-T65
1817,T57,Toxic effect of other inorganic substances ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T51-T65/T57-,T51-T65
1818,T58,Toxic effect of carbon monoxide ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T51-T65/T58-,T51-T65
1819,T59,"Toxic effect of other gases, fumes and vapors ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T51-T65/T59-,T51-T65
1820,T60,Toxic effect of pesticides ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T51-T65/T60-,T51-T65
1821,T61,Toxic effect of noxious substances eaten as seafood ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T51-T65/T61-,T51-T65
1822,T62,Toxic effect of other noxious substances eaten as food ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T51-T65/T62-,T51-T65
1823,T63,Toxic effect of contact with venomous animals and plants ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T51-T65/T63-,T51-T65
1824,T64,Toxic effect of aflatoxin and other mycotoxin food contaminants ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T51-T65/T64-,T51-T65
1825,T65,Toxic effect of other and unspecified substances ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T51-T65/T65-,T51-T65
1826,T66,"Radiation sickness, unspecified ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T66-T78/T66-,T66-T78
1827,T67,Effects of heat and light ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T66-T78/T67-,T66-T78
1828,T68,Hypothermia ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T66-T78/T68-,T66-T78
1829,T69,Other effects of reduced temperature ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T66-T78/T69-,T66-T78
1830,T70,Effects of air pressure and water pressure ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T66-T78/T70-,T66-T78
1831,T71,Asphyxiation ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T66-T78/T71-,T66-T78
1832,T73,Effects of other deprivation ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T66-T78/T73-,T66-T78
1833,T74,"Adult and child abuse, neglect and other maltreatment, confirmed ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T66-T78/T74-,T66-T78
1834,T75,Other and unspecified effects of other external causes ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T66-T78/T75-,T66-T78
1835,T76,"Adult and child abuse, neglect and other maltreatment, suspected ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T66-T78/T76-,T66-T78
1836,T78,"Adverse effects, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T66-T78/T78-,T66-T78
1837,T79,"Certain early complications of trauma, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T79-T79/T79-,T79-T79
1838,T80,"Complications following infusion, transfusion and therapeutic injection ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T80-T88/T80-,T80-T88
1839,T81,"Complications of procedures, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T80-T88/T81-,T80-T88
1840,T82,"Complications of cardiac and vascular prosthetic devices, implants and grafts ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T80-T88/T82-,T80-T88
1841,T83,"Complications of genitourinary prosthetic devices, implants and grafts ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T80-T88/T83-,T80-T88
1842,T84,"Complications of internal orthopedic prosthetic devices, implants and grafts ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T80-T88/T84-,T80-T88
1843,T85,"Complications of other internal prosthetic devices, implants and grafts ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T80-T88/T85-,T80-T88
1844,T86,Complications of transplanted organs and tissue ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T80-T88/T86-,T80-T88
1845,T87,Complications peculiar to reattachment and amputation ,http://www.icd10data.com//ICD10CM/Codes/S00-T88/T80-T88/T87-,T80-T88
1846,T88,"Other complications of surgical and medical care, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/S00-T88/T80-T88/T88-,T80-T88
1847,V00,Pedestrian conveyance accident ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V00-V09/V00-,V00-V09
1848,V01,Pedestrian injured in collision with pedal cycle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V00-V09/V01-,V00-V09
1849,V02,Pedestrian injured in collision with two- or three-wheeled motor vehicle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V00-V09/V02-,V00-V09
1850,V03,"Pedestrian injured in collision with car, pick-up truck or van ",http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V00-V09/V03-,V00-V09
1851,V04,Pedestrian injured in collision with heavy transport vehicle or bus ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V00-V09/V04-,V00-V09
1852,V05,Pedestrian injured in collision with railway train or railway vehicle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V00-V09/V05-,V00-V09
1853,V06,Pedestrian injured in collision with other nonmotor vehicle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V00-V09/V06-,V00-V09
1854,V09,Pedestrian injured in other and unspecified transport accidents ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V00-V09/V09-,V00-V09
1855,V10,Pedal cycle rider injured in collision with pedestrian or animal ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V10-V19/V10-,V10-V19
1856,V11,Pedal cycle rider injured in collision with other pedal cycle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V10-V19/V11-,V10-V19
1857,V12,Pedal cycle rider injured in collision with two- or three-wheeled motor vehicle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V10-V19/V12-,V10-V19
1858,V13,"Pedal cycle rider injured in collision with car, pick-up truck or van ",http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V10-V19/V13-,V10-V19
1859,V14,Pedal cycle rider injured in collision with heavy transport vehicle or bus ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V10-V19/V14-,V10-V19
1860,V15,Pedal cycle rider injured in collision with railway train or railway vehicle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V10-V19/V15-,V10-V19
1861,V16,Pedal cycle rider injured in collision with other nonmotor vehicle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V10-V19/V16-,V10-V19
1862,V17,Pedal cycle rider injured in collision with fixed or stationary object ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V10-V19/V17-,V10-V19
1863,V18,Pedal cycle rider injured in noncollision transport accident ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V10-V19/V18-,V10-V19
1864,V19,Pedal cycle rider injured in other and unspecified transport accidents ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V10-V19/V19-,V10-V19
1865,V20,Motorcycle rider injured in collision with pedestrian or animal ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V20-V29/V20-,V20-V29
1866,V21,Motorcycle rider injured in collision with pedal cycle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V20-V29/V21-,V20-V29
1867,V22,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V20-V29/V22-,V20-V29
1868,V23,"Motorcycle rider injured in collision with car, pick-up truck or van ",http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V20-V29/V23-,V20-V29
1869,V24,Motorcycle rider injured in collision with heavy transport vehicle or bus ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V20-V29/V24-,V20-V29
1870,V25,Motorcycle rider injured in collision with railway train or railway vehicle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V20-V29/V25-,V20-V29
1871,V26,Motorcycle rider injured in collision with other nonmotor vehicle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V20-V29/V26-,V20-V29
1872,V27,Motorcycle rider injured in collision with fixed or stationary object ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V20-V29/V27-,V20-V29
1873,V28,Motorcycle rider injured in noncollision transport accident ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V20-V29/V28-,V20-V29
1874,V29,Motorcycle rider injured in other and unspecified transport accidents ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V20-V29/V29-,V20-V29
1875,V30,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V30-V39/V30-,V30-V39
1876,V31,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V30-V39/V31-,V30-V39
1877,V32,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V30-V39/V32-,V30-V39
1878,V33,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van ",http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V30-V39/V33-,V30-V39
1879,V34,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V30-V39/V34-,V30-V39
1880,V35,Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V30-V39/V35-,V30-V39
1881,V36,Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V30-V39/V36-,V30-V39
1882,V37,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V30-V39/V37-,V30-V39
1883,V38,Occupant of three-wheeled motor vehicle injured in noncollision transport accident ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V30-V39/V38-,V30-V39
1884,V39,Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V30-V39/V39-,V30-V39
1885,V40,Car occupant injured in collision with pedestrian or animal ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V40-V49/V40-,V40-V49
1886,V41,Car occupant injured in collision with pedal cycle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V40-V49/V41-,V40-V49
1887,V42,Car occupant injured in collision with two- or three-wheeled motor vehicle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V40-V49/V42-,V40-V49
1888,V43,"Car occupant injured in collision with car, pick-up truck or van ",http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V40-V49/V43-,V40-V49
1889,V44,Car occupant injured in collision with heavy transport vehicle or bus ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V40-V49/V44-,V40-V49
1890,V45,Car occupant injured in collision with railway train or railway vehicle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V40-V49/V45-,V40-V49
1891,V46,Car occupant injured in collision with other nonmotor vehicle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V40-V49/V46-,V40-V49
1892,V47,Car occupant injured in collision with fixed or stationary object ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V40-V49/V47-,V40-V49
1893,V48,Car occupant injured in noncollision transport accident ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V40-V49/V48-,V40-V49
1894,V49,Car occupant injured in other and unspecified transport accidents ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V40-V49/V49-,V40-V49
1895,V50,Occupant of pick-up truck or van injured in collision with pedestrian or animal ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V50-V59/V50-,V50-V59
1896,V51,Occupant of pick-up truck or van injured in collision with pedal cycle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V50-V59/V51-,V50-V59
1897,V52,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V50-V59/V52-,V50-V59
1898,V53,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van ",http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V50-V59/V53-,V50-V59
1899,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V50-V59/V54-,V50-V59
1900,V55,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V50-V59/V55-,V50-V59
1901,V56,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V50-V59/V56-,V50-V59
1902,V57,Occupant of pick-up truck or van injured in collision with fixed or stationary object ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V50-V59/V57-,V50-V59
1903,V58,Occupant of pick-up truck or van injured in noncollision transport accident ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V50-V59/V58-,V50-V59
1904,V59,Occupant of pick-up truck or van injured in other and unspecified transport accidents ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V50-V59/V59-,V50-V59
1905,V60,Occupant of heavy transport vehicle injured in collision with pedestrian or animal ,http://www.icd10data.com//ICD10CM/Codes/V00-Y99/V60-V69/V60-,V60-V69
